id,release_id,reviewed_at,decision,model_alt_text,model_confidence,model_confidence_explanation,model_review_triggers,final_alt_text,final_confidence,final_confidence_explanation,final_review_triggers
402,a343822e-9b7a-4ea4-9781-500ab00d81f9,2026-07-07 14:15:30.178,deny,"The album cover displays a textured surface resembling cracked earth in warm brown and golden tones, with white sans-serif text reading ""Luke Stewart’s Silt Trio"" above ""The Bottom"" on the left side.",1,,,"A textured surface like cracked earth in warm brown and golden tones, with white sans-serif text of the artist and album names.",1,,
403,f8d2b1f0-3be3-41a3-8fe3-141823a5bf47,2026-07-07 14:16:31.722,deny,"The album cover shows a dark teal background with scattered bright yellow arrow-shaped forms; text reading ""The Necks"" appears left-top, and ""Travel"" right-top.",1,,,"Dark teal textured background with scattered bright yellow arrow-shaped forms;  text on top reads ""The Necks"" and ""Travel"".",1,,
719,c2128080-043f-49f4-9615-a1d03d688cb1,2026-07-12 14:35:11.245,deny,"Dark purple-toned photograph of two partially visible figures under dim lighting; left figure shows shoulder/chest area, right face is obscured. Thin white sans-serif text top-left reads ""ALAN SPARHAWK"" stacked above ""WHITE ROSES, MY GOD"".",0,"Low image resolution makes specific facial features and body details ambiguous (e.g., unclear if one figure is nude). Text readability relies on context but appears partially blurred due to graininess. Key visual elements identified, though fine details are indistinct.","[""bad image quality"", ""possible person misidentification"", ""cannot read text confidently""]",Dark purple-toned photograph of a partially visible figure under dim lighting showing shoulder/chest area and obscured face,0,"Low image resolution makes specific facial features and body details ambiguous (e.g., unclear if one figure is nude). Text readability relies on context but appears partially blurred due to graininess. Misidentifies two figures when only one is confidently shown.","[""ambiguous main visual element"", ""bad image quality"", ""cannot read text confidently"", ""possible person misidentification""]"
405,d3d5d65c-fbda-4dd9-91c6-1b482720eb4f,2026-07-07 14:20:44.041,deny,"Surreal album cover featuring black tree silhouettes arching over a blue-to-orange gradient sky with three celestial circles (black, pink, yellow), and a stylized face silhouette below; text includes ""kpm MUSIC RECORDED LIBRARY"" top right and ""Ben Chasny THE INTIMATE LANDSCAPE"" bottom left.",1,,,"Abstract art of black tree silhouettes around a blue-to-orange sky with three celestial circles, and a face silhouette below.",1,,
407,1e0278e4-5ee1-4ff8-9cf2-a89c7d242cc2,2026-07-07 14:23:23.829,deny,"Abstract composition with blended earthy browns and greens; a meandering light blue stream-like path flows through textured, grainy surfaces under soft, muted lighting.",1,,,"Meandering light blue stream-like path flows through textured, grainy surfaces under soft, muted lighting and earthy browns",1,,
413,00d753c5-1108-4b67-b4b1-e0f1ebc749f9,2026-07-07 14:28:00.616,deny,A solid blue album cover features a central arched frame containing a miniature red-brick house with white trim and illuminated front door. 'Skullcrusher' appears in light text at the top; 'Quiet The Room' is visible below.,1,,,Central arched frame with a thin black outline contains a miniature red-brick house with white trim and illuminated front door.,1,,
415,facc9878-aa00-4ed5-963f-6dbc089e39dd,2026-07-07 14:31:19.377,deny,"A minimalist album cover features the title ""ONCE TWICE MELODY"" in ornate gold script centered within a thin gold square frame on a white background, with additional subtle gold borders framing the entire artwork.",1,,,"Minimalist art with text ""ONCE TWICE MELODY"" in ornate gold script centered within a thin gold square frame on a white background.",1,,
417,f476f2ee-e2b5-4b01-b69b-518dc8ad2e87,2026-07-07 14:34:14.902,deny,"A dark interior space features an open white door with grid-style glass panels, framing a bright outdoor landscape of green grass and yellow flowers.",1,,,Dark interior with an open white door with grid-style glass panels. There is an landscape of green grass and flowers outside.,1,,
418,e87fe0c4-0d29-41f5-abe0-61f3b58212e9,2026-07-07 14:34:16.216,deny,"A laboratory scene featuring reflective metallic surfaces, glass tubing, and spherical objects under warm lighting; text displays ""matmos"" top-left and ""metallic life review"" top-right in sans-serif type.",1,,,"A laboratory scene featuring reflective metallic surfaces, glass tubing, and spherical objects under warm lighting.",1,,
420,9bf27acc-1feb-41b2-a187-eeadd9c4137e,2026-07-07 14:35:35.172,deny,"Dark album cover shows two musicians against a black background; one plays saxophone in foreground, the other holds a guitar neck partially visible. Bold text at top displays ""THE MESSTHETICS"" in pink/purple and ""AND JAMES BRANDON LEWIS"" in yellow.",1,,,"Two musicians against a black background; one plays saxophone in foreground, the other holds a guitar neck partially visible.",1,,
423,9d75856b-41eb-4fa0-9587-a18297135a76,2026-07-07 14:38:03.55,deny,"Black-and-white photo of a person with long dark hair and beard; digital glitch effects fragment facial features. Black sign displays text: ""DEERHOOF PLAYS NOBLE AND GODLIKE IN RUIN"".",1,,,"Black-and-white photo of a person with long dark hair, face paint, and a beard; digital glitch effects fragment facial features.",1,,
424,5593a315-1f30-419a-a416-07c8bec15e7b,2026-07-07 14:38:38.065,deny,"A pale yellow album cover with white floral silhouettes features a central black-and-white photo of a person in a car trunk (legs visible, one hand covering part of the face) next to a dog; ""THROWING MUSES"" appears top-left and ""moonlight concessions"" top-right in text.",1,,,Pale yellow background with white flowers and a central black-and-white photo of a person in a car trunk next to a dog.,1,,
425,c57597e8-ed98-4beb-b35a-4deaab534639,2026-07-07 14:39:06.554,deny,"Deep red background with a geometric spiral of alternating black-and-white stripes creating an optical illusion; central glowing red circular shape; ""SILVER SCROLLS"" in bold orange text top-right, ""MIND LINES"" bottom-left.",1,,,Deep red background with a spiral of alternating black-and-white stripes creating an optical illusion; central glowing red circle.,1,,
426,7adcc3ec-881f-493f-8bf9-f6b8d1fe3d36,2026-07-07 14:43:00.621,deny,"Black-and-white album cover featuring bold text ""CAN LIVE IN BRIGHTON 1975"" in white and gold at top; central stacked speaker cabinets adorned with seashells under a stage spotlight.",1,,,Black-and-white photo of large stacked speakers with seashells on top above a crowded stage with album artist name at the top.,1,,
720,a7946603-ecb4-4d29-bbb7-ff24b6923a58,2026-07-12 14:38:10.039,deny,"Abstract grayscale album cover featuring blurred cityscape elements under a misty atmosphere, with scattered white patches and visible graininess; overall low-resolution appearance obscuring distinct details.",0,"Image quality is extremely poor (low resolution, heavy grain, lack of sharp edges), making it impossible to confidently identify specific subjects or distinguish between architectural shapes, smudges, and text. The faint forms could be buildings or abstract textures without visual evidence supporting a definitive interpretation.","[""bad image quality"", ""ambiguous main visual element""]",Monochromatic blurred cityscape elements under a misty atmosphere with scattered white patches and visible graininess.,0,"Image quality is extremely poor (low resolution, heavy grain, lack of sharp edges), making it impossible to confidently identify specific subjects or distinguish between architectural shapes, smudges, and text. The faint forms could be buildings or abstract textures without visual evidence supporting a definitive interpretation.","[""ambiguous main visual element"", ""bad image quality""]"
431,959df41c-a3c7-499c-815c-88fcaab07f22,2026-07-07 14:52:42.116,deny,"Album cover features two people in a sunlit room with large decorative wooden-framed windows showing greenery outside; one seated in a rocking chair wearing a patterned top and white pants, the other standing beside an acoustic guitar near the window. Red text ""ELIA Y ELIZABETH"" appears at the top.",1,,,"2 people with guitars, one seated in a rocking chair, the other standing, in a room with wooden-framed windows showing greenery.",1,,
434,169979cf-d013-4b71-a126-79c273517b24,2026-07-07 14:53:46.092,deny,"An album cover with a fish holding a pink and red rose against a solid blue background; top text reads 'Robyn Hitchcock' in light gray cursive, below it 'Life After Infinity' in lighter purple cursive.",1,,,A fish holding a pink and red rose against a solid blue background; cursive text reads 'Robyn Hitchcock' and 'Life After Infinity',1,,
435,2ced64da-9cc2-4c2d-b86d-d8768dc103a3,2026-07-07 14:54:49.679,deny,"Abstract translucent organic shapes in shades of white and light blue float against a solid deep blue background; ""Bex Burch"" appears top-left and ""There is Only Love and Fear"" bottom-right in white sans-serif text.",1,,,Abstract translucent organic microscopic-like shapes in shades of white and light blue float against a solid deep blue background.,1,,
439,7594c8fd-87b4-4ccd-a6dc-5e9394aae314,2026-07-07 15:02:13.911,deny,"A person in a red ruffled-sleeve top leans on a mossy green rock against a grassy field and sky; the word ""Tresor"" appears in white serif text over the rock.",1,,,A person in a red ruffled-sleeve top leans on a mossy green rock against a grassy field and sky with the album title in the field.,1,,
441,22fcc7c1-c34e-41d7-9b7f-0c47b8e0eeec,2026-07-07 15:02:53.781,deny,"Photograph of a person holding multiple stuffed teddy bears against a white wall with blue square patterns; visible text includes ""2013-2015"" top left and ""Loraine 'LeBron' James"" on the right.",1,,,Photograph of a person holding multiple stuffed teddy bears against a white wall with blue square patterns.,1,,
443,ee15df39-eed3-4ba1-8406-cc16af534646,2026-07-07 15:04:39.926,deny,"A white background features a dense collage of hand-drawn illustrations including birds, mammals, insects, reptiles, amphibians, fish, and plants arranged in multiple rows.",1,,,"A dense collage of many animals such as birds, mammals, insects, reptiles, amphibians, fish, and plants arranged in multiple rows.",1,,
444,cad5e63d-384e-41dc-917f-1b48086fd0a1,2026-07-07 15:04:49.645,deny,"Minimalist monochrome album cover featuring bold black abstract shapes resembling stylized foliage or a bird-like form, with the word ""RHIZOMES"" printed vertically in uppercase sans-serif type on both sides against a white background.",1,,,"Minimalist black abstract shapes resembling stylized foliage or a bird-like form with word ""RHIZOMES"" printed vertically.",1,,
445,6f42add8-9cbe-4795-a6f4-a639674ae547,2026-07-07 15:05:30.222,deny,"Album cover depicts a bright, overexposed winter scene with snow-covered ground and bare trees lining a paved path; a lone figure walks toward the viewer under diffused light.",1,,,"Bright, overexposed winter scene with snow-covered ground and bare trees lining a paved path. Lone figure walks toward the viewer.",1,,
446,2291d6a1-02f7-4787-b5e5-848c8364a606,2026-07-07 15:05:55.596,deny,"A landscape photograph shows a winding river through lush green valleys and rolling hills under a clear blue sky, framed by an olive-green border with yellow sans-serif text reading ""STRAPPING FIELDHANDS"" at the top and ""ACROSS THE SUSQUEHANNA"" at the bottom.",1,,,"A photo of a winding river through lush green valleys and rolling hills under a clear blue sky, framed by an olive-green border.",1,,
448,55f52a6c-211a-438b-a7a9-fbc5b05d13f7,2026-07-07 15:07:16.292,deny,"A black-and-white vinyl record illustration with textured lines simulating grooves. A central white circle contains a red geometric ""66"" logo above gray text reading ""SixtySix PRODUCTIONS"". Top-left label displays printed text: ""KRISTIN HERSH CLEAR POND ROAD FIRELP649"".",1,,,"A black-and-white vinyl record illustration with textured lines like grooves with a central white circle having a red ""66"" logo.",1,,
451,7d200e8b-0742-48ac-a6e7-14f0bef62e74,2026-07-07 15:08:06.16,deny,"A layered collage artwork featuring three main sections: top left blue sky with snowy mountain peaks, top right green landscape silhouette, and bottom beige winding road through textured hills.",1,,,"Three main sections: top left blue sky with snowy mountain peaks, top right green landscape silhouette, bottom beige winding road.",1,,
452,eefa91c7-af4b-43da-82a5-c6c565ed6531,2026-07-07 15:08:25.863,deny,"A minimalist hand-drawn line sketch of a person’s profile facing left, showing spiky hair, an ear, closed eyes with lashes, a nose, lips, and large circular glasses on white background.",1,,,Minimalist hand-drawn line sketch of a person’s profile facing left with large circular glasses on a white background.,1,,
454,5473514b-0966-49ae-acc1-a4e95d5ac03d,2026-07-07 15:09:24.6,deny,"Album cover features 'GALLUS MAG' in large, crumpled-paper-textured letters overlaid on a sunset sky with orange and purple clouds. Black silhouettes of people line the horizon below.",1,,,"Text  'GALLUS MAG' in large, crumpled-paper-textured letters on a sunset sky with black silhouettes of people in the horizon.",1,,
456,a0c2225b-2d98-4fa9-ac38-4cb8bb1c043c,2026-07-07 15:10:01.874,deny,"Shirtless male figure with arms outstretched against blue background, white vertical streaks running down the image, and pink text ""CHAOS FOR THE FLY"" at top.",1,,,"Shirtless male figure with arms stretched against a blue background, white vertical streaks running down the image.",1,,
457,e569391d-aff7-4313-b9f8-818d1ffc6091,2026-07-07 15:10:34.441,deny,"Minimalist album cover with solid olive green background featuring bold black sans-serif text. Centered top text reads ""MUSIC FOR SAXOFONE & BASS GUITAR MORE SONGS"". Below, left side displays ""SAM GENDEL"" with geometric arrow shapes; right side shows ""SAM WILKES"" with diagonal lines. A small square box containing ""LABEL COPY"" appears at bottom center.",1,,,Solid olive green background; center has album cover text; geometric arrow and line shapes on bottom under artist text.,1,,
458,96adc3c3-85b6-4af3-8608-a650750d1c1e,2026-07-07 15:11:18.264,deny,"Handwritten sheet music album cover featuring musical notation and handwritten lyrics for ""Let There Be Music"" by Bonny Doon, with staves, chords, and verse/chorus labels printed in black ink on off-white paper.",1,,,"Handwritten sheet music for ""Let There Be Music"" by Bonny Doon. Printed in black ink on off-white paper.",1,,
459,bcfb0cc8-1b2a-4dce-9f00-434111c22e57,2026-07-07 15:11:43.867,deny,"A person sits on a stool with their upper body and face obscured by bright light; lower body is shadowed against a yellow background. Black script text at top left reads ""KYM REGISTER & Meltdown Rodeo"".",1,,,A person sits on a stool with their upper body and face obscured by bright light; foggy yellow background obscuring part of body.,1,,
460,e9a9e0e7-6436-4e93-92af-e0284e48dba8,2026-07-07 15:12:15.46,deny,"Retro-style album cover featuring a diamond-shaped orange background with black border; a baseball player in a striped uniform swings a bat, overlaid by a diagonal blue banner reading ""SULTAN OF SQUAT"" in white text, and ""The Cowboys"" in stylized black script at top.",1,,,Diamond-shaped orange background with black border; a baseball player in a striped uniform swings a bat.,1,,
461,c09f0866-6c7c-4784-82b6-29284f7d4a36,2026-07-07 15:12:45.875,deny,"Black background with white sans-serif text; center-aligned reads ""NICK CAVE & THE BAD SEEDS"" on first line, ""B-SIDES & RARITIES"" on second, and ""PART II"" centered below.",1,,,"Black background with white sans-serif text; center-aligned reads ""NICK CAVE & THE BAD SEEDS / B-SIDES & RARITIES / PART II"".",1,,
463,85aa06b1-5530-48e2-831c-d2516009b208,2026-07-07 15:13:29.954,deny,"A shirtless Black man with a large afro hairstyle stands against a solid brown background, wearing a silver chain necklace with a small cross pendant. Yellow text appears on both sides of the figure: ""SEU JORGE"" on the left and ""BAILE À LA BAIANA"" on the right.",1,,,"Shirtless Black man with a large afro hairstyle stands against a solid brown background, wearing a silver chain necklace.",1,,
467,c1ef8eaf-fe59-4197-9b98-d7d234dd288c,2026-07-07 15:15:24.339,deny,"A woman in a flowing white dress kneels on a grassy slope beneath dense trees, with misty light creating a soft-focus, ethereal effect in muted greens and browns.",1,,,Woman in a flowing white dress on a grassy slope beneath dense trees with misty light.,1,,
468,2b5dd77c-08c2-48eb-b0cc-f489e966d5e6,2026-07-07 15:16:36.939,deny,"Black-and-white album cover with bold ""DIE LIKE A DOG"" text at top; central grainy sketch of a dog; subtitle reads ""fragments of music, life and death of ALBERT AYLER""; artist names Peter Brötzmann, Toshinori Kondo, William Parker, Hamid Drake listed below.",1,,,"Monochrome central grainy sketch of a dog, bold ""DIE LIKE A DOG"" text at top, subtitles beneath the dog.",1,,
471,1deba5b5-eab6-4430-8998-a631b08c309e,2026-07-07 15:17:53.735,deny,"Minimalist album cover with a solid light pink background. Text reads ""TY SEGALL & EMMETT KELLY"" in uppercase pink font at the top left and ""LIVE AT WORSHIP"" in smaller pink letters at the bottom right, accompanied by a small smiley face icon in the bottom left corner.",1,,,Solid pink background; smiley face icon in bottom left corner; artist names in top left corner; album title in bottom right corner,1,,
473,28469b1f-e835-429c-b334-061aa708db95,2026-07-07 15:18:50.576,deny,"The album cover features an abstract textured background in shades of pink and purple with visible crack-like patterns, overlaid by scattered beige text reading ""not,"" ""me,"" ""but,"" ""two,"" and ""us"" in a minimalist layout.",1,,,"Background in shades of pink and purple with visible crack-like patterns, overlaid by scattered beige text.",1,,
474,a32e8f70-38d7-48cb-a0ee-969102d593b2,2026-07-07 15:19:15.418,deny,The album cover features a vertical yellow panel on the left with printed artist names and title text alongside a barcode; the right section displays a black-and-white grid pattern overlaid with circular shapes containing dot and stripe textures.,1,,,A black-and-white grid pattern overlaid with circular shapes containing dot and stripe textures. Left yellow side has text.,1,,
475,e26a77a1-53df-4e6b-b833-01b71187ce5d,2026-07-07 15:19:32.966,deny,Abstract cover artwork featuring repetitive vertical green brush strokes in varying shades against a white background; hand-painted texture with subtle variations in stroke density and color intensity.,1,,,Repetitive vertical green brush strokes in varying shades against a white background.,1,,
476,610123d8-abca-4853-bb69-cd24517cc80f,2026-07-07 15:19:35.522,deny,Black-and-white photograph of a person with long layered hair against a bright background; grainy texture and dotted patterns overlay one eye.,1,,,Black-and-white photo of a person with long hair against a bright background; grainy texture and dotted patterns overlay one eye.,1,,
477,1ee2a6bd-ced4-4a93-98d9-a169e59c00bd,2026-07-07 15:20:18.599,deny,"A photograph shows a twilight sky with sun rays radiating from the horizon above dark tree and roof silhouettes; top features ""Matthew J. Rolin"" in light gray sans-serif text, bottom right displays ""Passing"".",1,,,Photograph with cream bordering shows a twilight sky with sun rays radiating from the horizon above dark trees.,1,,
478,2102f07b-d898-453b-8e7c-b626d20fbe3c,2026-07-07 15:20:38.812,deny,"A person with long brown hair holds a lit candle against light blue background featuring pink roses and green stems. Top text reads ""CIRCUIT DES YEUX"" in white block letters above red script ""Live from Chicago""; soft vintage aesthetic.",1,,,A person with long brown hair holds a lit candle against light blue distilled background featuring pink roses and green stems.,1,,
479,46fb4297-6cec-4b55-8bd0-9a89f2214303,2026-07-07 15:21:12.397,deny,"Red Amharic script at top; large red 'IBEX' letters filled with photographic portraits of individuals on white background. Below: ""IBEX BAND"" and ""STEREO INSTRUMENTAL MUSIC"" in bold red uppercase text.",1,,,Large red 'IBEX' letters filled with photographic portraits of individuals on white background. Small red text above and below.,1,,
481,4d1b6525-709c-4642-a07f-97d2ed9ce466,2026-07-07 15:23:13.136,deny,"Red-bordered album cover with ""The A's Fruit"" in bold black stylized text at top; central photo shows two people lying on a bed amid oversized purple grapes, green vegetable, and orange flower props.",1,,,"Photo of two people lying on a bed amid oversized purple grapes, green vegetable, and orange flower props, and red texted frame.",1,,
483,93604f5e-58e4-47ed-aa53-2b54d902f594,2026-07-07 15:24:54.015,deny,"Album cover displays ""Sometimes I MIGHT BE Introvert"" in a dark green banner at the top; below, a person with braided hair styled into a high bun wears glasses and an orange-black checkered suit while seated on a chair against a solid yellow background.",1,,,Person with a braided high bun wears glasses and a yellow-blue checkered suit and is seated on a chair in a yellow background,1,,
485,a223236d-921b-466b-9e42-c8cd0c9280d0,2026-07-07 15:26:13.968,deny,"Abstract geometric collage featuring overlapping circular shapes in yellow, black, and beige tones; ""Sally Anne Morgan"" appears bottom left while ""Second Circle The Horizon"" is displayed bottom right.",1,,,"Abstract geometric paper collage featuring overlapping circular shapes in green-yellow, black, and beige tones",1,,
486,540601f0-69dc-4231-95bf-a88c40191c9d,2026-07-07 15:27:43.778,deny,A black-and-white photograph shows two young children in close interaction; one child in a light-colored shirt reaches upward toward another child against a muted background.,1,,,One child in a light-colored shirt reaches upward toward another person against a muted background.,1,,
491,00beaba7-086d-471a-b829-326e3c536916,2026-07-07 15:36:54.087,deny,"Album cover features a dark background with ""ROBERT GLASPER"" in small white text at the top, followed by three vertical repetitions of large beige block letters spelling ""BLACK RADIO III"".",1,,,"A dark background with 3 large beige block letters spelling ""BLACK RADIO III"" and one small white text ""ROBERT GLASPER"" on top.",1,,
495,4483f304-fdfc-41e6-ae8f-388a94ef53d4,2026-07-07 15:41:39.8,deny,"Black-and-white hand-drawn illustration of five musicians playing instruments; text displays ""STRATA RECORDS THE SOUND OF DETROIT"" at top and ""REIMAGINED BY JAZZANOVA"" at bottom.",1,,,"Black-and-white hand-drawn illustration of five musicians playing instruments. One is playing drums, one is playing a saxophone.",1,,
496,988285f7-2d09-48ec-a685-50eeb2f786e7,2026-07-07 15:42:04.16,deny,"Red album cover featuring ""Dylan Moon"" and ""Option Explore"" text at top; central framed forest photograph with dense green foliage overlaid by scattered black oval shapes, some extending beyond a hand-drawn border.",1,,,"Photo of a forest with dense green foliage overlaid by scattered black oval shapes, some extending beyond a hand-drawn border.",1,,
498,85160f6d-1349-4213-bf45-1cf85f04a2b1,2026-07-07 15:45:11.613,confirm,"Black background with centered light gray text reading ""NOMARK SELECTS V.1"" in a clean sans-serif font; minimalist design.",1,,,"Black background with centered light gray text reading ""NOMARK SELECTS V.1"" in a clean sans-serif font; minimalist design.",1,,
502,8dc10ddb-9106-495f-b74d-d52e1db2c7ab,2026-07-07 15:47:38.641,confirm,"A stylized fish illustration with vibrant red, blue, and green coloring on a textured white background.",1,,,"A stylized fish illustration with vibrant red, blue, and green coloring on a textured white background.",1,,
504,7d5a8bd0-fe07-4a5a-aa4c-cbaaa1cb29e6,2026-07-07 15:48:57.698,deny,"Hand-drawn album cover featuring ""David Nance"" in cursive at top, ""Candles In The Rain"" below it, and a melting candle illustration on a small round table.",1,,,"A melting candle illustration on a small round table with ""David Nance"" in cursive at top and ""Candles In The Rain"" below it.",1,,
505,2178cf66-63a3-4ff4-a00d-7494696304ab,2026-07-07 15:49:07.129,deny,"Album cover shows a person in dark clothing with hands covering their face, wearing silver rings and a large watch. Vertical white kanji characters ""再生"" appear above eyes; artist name ""D J K R U S H"" is printed at bottom.",1,,,"A man in dark clothing with hands covering their face, wearing silver rings and a large watch. Kanji characters appear above eyes.",1,,
507,0db97956-db01-4473-bf3d-67d409a150c4,2026-07-07 15:50:50.675,deny,"Black-and-white photo of two musicians playing saxophones in profile; white serif text ""EVENINGS AT THE VILLAGE GATE,"" orange sans-serif text ""JOHN COLTRANE WITH ERIC DOLPHY"" on dark background left.",1,,,Black-and-white photo of two musicians playing saxophones in profile; album title in white text and artist in orange text on left,1,,
508,2dda6600-5b26-4c43-9ed0-8978f1fd1b0f,2026-07-07 15:53:40.869,deny,"Light green album cover features bold black ""SWAMP DOGG"" text at the top; below, a photograph shows a shirtless man in dark pants standing outdoors among trees under a clear blue sky.",1,,,Photo of a translucent shirtless man in dark pants standing outside among trees. Photo is in a green frame with artist name.,1,,
513,4399e723-69ea-4d8c-bb50-e61e6b6b5de0,2026-07-07 15:59:24.622,deny,"An album cover featuring an earthy-toned landscape with textured terrain beneath a warm orange sky, partially overlaid by a large semi-transparent brown rectangle.",1,,,"An earthy-toned ground with textured terrain beneath a warm orange sky, partially overlaid by a semi-transparent brown square.",1,,
514,02f13f57-bd68-4c4d-b2d9-8a5457437165,2026-07-07 16:02:35.31,deny,"The album cover features a textured, bright green arched shape against a solid black background. Below the shape, three names appear in white uppercase letters: ""UHLMAANN JOHNSON WILKES"". The design is minimalist with high contrast between the green and dark backdrop.",1,,,"A textured, bright green arched shape against a solid black background. The 3 artist names appear below the shape.",1,,
516,bf8327d8-7c8d-4321-8288-762d868991e4,2026-07-07 16:04:17.962,deny,"A close-up photograph of a small bird with black, white, and yellow plumage perched on a rough tree trunk. Below the bird, ""Spectral Evolution"" appears in cursive script above ""RAFAEL TORAL"" in uppercase sans-serif.",1,,,"A close-up photograph of a small bird with black, white, and yellow plumage perched on a rough tree trunk.",1,,
517,9bc263e5-bf95-4704-b1fd-59af25eae558,2026-07-07 16:04:44.33,deny,A person in a navy blue suit stands in profile on snow-covered ground amid weathered concrete ruins and tangled black metal wires under an overcast sky.,1,,,A person in a navy blue suit stands sideways on snow-covered ground amid concrete ruins and black metal wires underneath gray sky.,1,,
519,fbbef26a-1e3f-41d4-84fa-72a26289e428,2026-07-07 16:08:46.71,deny,Black-and-white album cover features stacked speaker units with large stylized flowers emerging from them; a crowd below suggests a live performance scene. Text at top reads “CAN” in white and “LIVE IN PARIS 1973” in pink.,1,,,Monochromatic stacked speaker units with large stylized flowers; a crowd below suggests a live performance scene.,1,,
521,4b292838-77de-4009-8443-248218ec9c63,2026-07-07 16:10:21.226,deny,"The album cover features a zine-inspired collage with layered black-and-white photocopied images, bold green wave shapes at top and bottom, and ""inoutin"" text in the upper right corner; color palette includes black, cream, and green.",1,,,"Mixed-media collage with layered black-and-white photocopied images, and bold green and cream-colored waves at top and bottom.",1,,
523,f2cc1c40-4a61-40de-8362-10b0a7df7e29,2026-07-07 16:11:07.157,deny,Abstract album cover featuring vertical textured streaks in muted gray and soft green tones; minimalist design with no visible text or figures.,1,,,Abstract art with vertical textured streaks in muted gray and soft green tones; minimalist design with no visible text or figures.,1,,
532,1bea0b02-9f3a-4394-8e17-55c155e7da61,2026-07-07 16:22:36.057,deny,"Album cover with purple background featuring a large white star outline containing a black-and-white portrait; bold capital text reads ""LIMBIKANI"" at top and ""TEDDY CHISI"" at bottom.",1,,,Purple background with a large white star outline containing a black-and-white man's photo; bold text of the album artist name,1,,
537,cff79d23-a9fc-4099-8fee-fb3e3efe5d11,2026-07-07 16:30:30.07,deny,"A man stands on a stone fortress overlooking water under a cloudy sky, with a seagull flying nearby; top text reads ""HILARIO DURÁN AND HIS LATIN JAZZ BIG BAND CRY ME A RIVER"" in dark and light brown lettering.",1,,,"A man stands on a stone fortress overlooking water under a cloudy sky, with a grass land and seagull flying nearby.",1,,
542,e69851fd-d814-448c-ac8d-b6040c2b14d4,2026-07-07 16:35:50.169,deny,"Album cover featuring large 3D white and purple text spelling ""EON"" with a guitar shape integrated into the letter O, set against a wavy blue-orange-purple gradient background in modern digital art style.",1,,,"3D white and purple text spelling ""EON"" with text disappearing into a pipe; wavy blue-orange-purple gradient background",1,,
724,956eb7e0-fc14-4d3b-b70d-e70321b35735,2026-07-12 14:45:39.247,deny,"A blurred office interior shows two figures: one in blue (motion blur) holding a desk edge, another with short blonde hair using a phone. Top-right inset features a cartoon character with large red ears and white striped torso on black background.",1,,,Office with one figure in blue (motion blur) in front and another with blonde hair using a phone. Cartoon character in top right.,1,,
545,37a82152-236a-4cb7-b7de-0cb092064b15,2026-07-07 16:37:55.009,deny,"A red-tinted hand-drawn illustration depicts a lone person walking down a snow-covered path between buildings and bare trees under a pale sky; blue text on the right reads ""CHARLIE PARR"" above ""Boombox"".",1,,,"Red-tinted drawn illustration of a person walking down a snow-covered path between buildings and bare trees; text reads ""Boombox""",1,,
554,69bc3c6d-c4e3-4603-96e0-23258c9b7fd7,2026-07-07 16:58:27.968,deny,"Two individuals stand on a nighttime rooftop terrace with string lights, city skyscrapers in the background, and an illuminated pool to the left; tables and chairs are visible in the foreground.",1,,,"Two individuals stand on a nighttime rooftop terrace with string lights, city skyscrapers in the background.",1,,
558,da985699-5073-4482-b8a0-5f0fbae35888,2026-07-07 17:16:01.181,deny,"Gray border frames a white central field containing three black squares positioned at top-left, top-right, and bottom-left. A small black circle sits in the center, with a diamond-shaped black form at bottom-right. Text ""A PRODUCE"" appears above; ""THE CLEARING"" below.",1,,,Gray border frames a white central field containing three black squares and a rhombus in a square formation with a centered circle,1,,
559,2fd1d917-7b5a-49e5-9a37-a2f8a7377590,2026-07-07 17:17:26.439,deny,"Bright yellow album cover with bold black text reading ""NEVER MIND THE BOLLOCKS HERE'S THE,"" a pink diagonal banner featuring green ""Sex Pistols"" lettering, and an orange sticker with Japanese print.",1,,,"Bright yellow with black text ""NEVER MIND THE BOLLOCKS HERE'S THE,"" a pink diagonal banner featuring green ""Sex Pistols"" lettering",1,,
560,7363a445-9840-4c35-b4e4-06a1b2e76b65,2026-07-07 17:17:59.552,deny,A young woman in a white dress sits beside a small black table holding a lamp against wood-paneled walls. A framed portrait hangs above her; warm sepia-toned lighting creates a vintage aesthetic.,1,,,Young woman in a white dress sits beside a small black table holding a lamp against wood-paneled walls.,1,,
563,96f632d0-33d1-438d-ac8e-a7c899e2d654,2026-07-07 18:04:02.012,deny,"A monochrome photograph shows a diverse crowd gathered outdoors under clouds; white script text ""eccentric"" appears at the top and ""Modern Soul"" at the bottom.",1,,,"Monochrome photograph shows a crowd gathered outdoors. White ""eccentric"" appears at the top and ""Modern Soul"" at the bottom.",1,,
564,61ec2d20-c567-45b4-8545-7fd484054c73,2026-07-07 18:05:10.262,deny,"Black-and-white photograph of a woman with short curly hair viewed from behind; her bare back displays the phrase ""nothing’s gonna stand in my way again"" in bold text.",1,,,"Photograph of a woman with short curly hair viewed from behind. Her bare back displays ""nothing’s gonna stand in my way again""",1,,
